STATION,DATE,TMAX,TMIN,PRCP,hr,dow,mon,doy,y_lag1,y_lag2,y_lag3,y_lag365,y_lag730,y_lag1460,y_ma_season,y_sd_season,y_diff1,TMIN_lag_season,PRCP_lag_season,y_h1,y_h2,y_h3
USC480008,2020-01-11,29.19248100302895,18.92632808140904,0.0,0,6,1,11,34.546791382465464,36.96579399587163,35.32365461362441,,,,31.27839474319654,4.057359447834949,-5.354310379436516,,,23.511487395623178,28.86200171124764,30.11525738234357
USC480008,2020-01-12,23.511487395623178,18.502850099633143,1.4179479627478826,0,0,1,12,29.19248100302895,34.546791382465464,36.96579399587163,,,,30.63115246423209,4.47131703012755,-5.680993607405771,,,28.86200171124764,30.11525738234357,32.36171563054937
USC480008,2020-01-13,28.86200171124764,20.465099280755474,0.0,0,1,1,13,23.511487395623178,29.19248100302895,34.546791382465464,,,,30.495063944771747,4.308988368351912,5.350514315624462,,,30.11525738234357,32.36171563054937,27.60722084390178
USC480008,2020-01-14,30.11525738234357,19.276552922941605,0.0,0,2,1,14,28.86200171124764,23.511487395623178,29.19248100302895,,,,30.467934904598305,4.141186362351866,1.253255671095932,,,32.36171563054937,27.60722084390178,24.434351158581624
USC480008,2020-01-15,32.36171563054937,23.62458796201959,0.0,0,3,1,15,30.11525738234357,28.86200171124764,23.511487395623178,,,,30.59418695299504,4.020392927515172,2.2464582482057978,,,27.60722084390178,24.434351158581624,31.74835440280694
USC480008,2020-01-16,27.60722084390178,18.75749541578902,0.0,0,4,1,16,32.36171563054937,30.11525738234357,28.86200171124764,,,,30.407501571176713,3.955200574019928,-4.754494786647591,,,24.434351158581624,31.74835440280694,42.58128333504847
USC480008,2020-01-17,24.434351158581624,16.300453797769805,0.0,0,5,1,17,27.60722084390178,32.36171563054937,30.11525738234357,,,,30.056139782200532,4.094462439896759,-3.172869685320155,,,31.74835440280694,42.58128333504847,37.65620321249728
USC480008,2020-01-18,31.74835440280694,23.983082316336237,0.0,0,6,1,18,24.434351158581624,27.60722084390178,32.36171563054937,,,,30.150151705567552,3.9921869630756217,7.314003244225315,,,42.58128333504847,37.65620321249728,36.50514319838862
USC480008,2020-01-19,42.58128333504847,37.389506030181295,0.0,0,0,1,19,31.74835440280694,24.434351158581624,27.60722084390178,,,,30.80442179132971,4.815127670804828,10.83292893224153,,,37.65620321249728,36.50514319838862,28.731330636292988
USC480008,2020-01-20,37.65620321249728,28.304071784288737,0.0,0,1,1,20,42.58128333504847,31.74835440280694,24.434351158581624,,,,31.14701086238809,4.93077203286714,-4.925080122551186,,,36.50514319838862,28.731330636292988,26.84881624598336
USC480008,2020-01-21,36.50514319838862,26.138058843220946,0.0,0,2,1,21,37.65620321249728,42.58128333504847,31.74835440280694,,,,31.40216002124526,4.946110609021542,-1.1510600141086584,,,28.731330636292988,26.84881624598336,34.44358852546281
USC480008,2020-01-22,28.731330636292988,18.20008573456364,0.0,0,3,1,22,36.50514319838862,37.65620321249728,42.58128333504847,,,,31.280758685565612,4.860380596905711,-7.773812562095635,,,26.84881624598336,34.44358852546281,36.96333115701219
USC480008,2020-01-23,26.84881624598336,17.47636326706965,0.0,0,4,1,23,28.731330636292988,36.50514319838862,37.65620321249728,,,,31.088065536018554,4.837718279420219,-1.8825143903096269,,,34.44358852546281,36.96333115701219,29.37530204265483
USC480008,2020-01-24,34.44358852546281,27.054647777966455,3.262385051146387,0,5,1,24,26.84881624598336,28.731330636292988,36.50514319838862,,,,31.227878993912068,4.7807029980741875,7.5947722794794466,,,36.96333115701219,29.37530204265483,27.792953976851187
USC480008,2020-01-25,36.96333115701219,31.80506347763891,0.043568809514034385,0,6,1,25,34.44358852546281,26.84881624598336,28.731330636292988,,,,31.457297080436074,4.818572496246072,2.5197426315493843,,,29.37530204265483,27.792953976851187,28.05930599299426
USC480008,2020-01-26,29.37530204265483,18.10484521185493,4.372932718599409,0,0,1,26,36.96333115701219,34.44358852546281,26.84881624598336,,,,31.37722034821372,4.738841063450495,-7.5880291143573615,,,27.792953976851187,28.05930599299426,31.841401663493144
USC480008,2020-01-27,27.792953976851187,19.78963044820935,0.0,0,1,1,27,29.37530204265483,36.96333115701219,34.44358852546281,,,,31.24446974186696,4.697734795797819,-1.582348065803643,,,28.05930599299426,31.841401663493144,30.464467617065463
USC480008,2020-01-28,28.05930599299426,18.851077852345725,0.0,0,2,1,28,27.792953976851187,29.37530204265483,36.96333115701219,,,,31.130713893692935,4.649051893013583,0.2663520161430739,,,31.841401663493144,30.464467617065463,30.89733610565434
USC480008,2020-01-29,31.841401663493144,25.47950913722599,0.7102491448442875,0,3,1,29,28.05930599299426,27.792953976851187,29.37530204265483,,,,31.155220368513632,4.567185422978965,3.782095670498883,,,30.464467617065463,30.89733610565434,37.06406170450107
USC480008,2020-01-30,30.464467617065463,24.470777591584216,0.0,0,4,1,30,31.841401663493144,28.05930599299426,27.792953976851187,,,,31.132195276798694,4.489521708564872,-1.3769340464276816,,,30.89733610565434,37.06406170450107,35.20834069602363
USC480008,2020-01-31,30.89733610565434,25.289612115998914,0.0,0,5,1,31,30.464467617065463,31.841401663493144,28.05930599299426,,,,31.12461917450371,4.4142637343493165,0.43286848858887694,,,37.06406170450107,35.20834069602363,30.033148567100604
USC480008,2020-02-01,37.06406170450107,26.47270526797235,0.0,0,6,2,32,30.89733610565434,30.464467617065463,31.841401663493144,,,,31.310226753566127,4.4676121265417725,6.166725598846732,,,35.20834069602363,30.033148567100604,30.92895506830745
USC480008,2020-02-02,35.20834069602363,25.683115703116304,0.0,0,0,2,33,37.06406170450107,30.89733610565434,30.464467617065463,,,,31.428351418489083,4.449301667168587,-1.8557210084774383,,,30.033148567100604,30.92895506830745,36.032283827990135
USC480008,2020-02-03,30.033148567100604,20.685033754456317,0.789249543071435,0,1,2,34,35.20834069602363,37.06406170450107,30.89733610565434,,,,31.38731604050707,4.387898194777581,-5.17519212892303,,,30.92895506830745,36.032283827990135,33.63093354000562
USC480008,2020-02-04,30.92895506830745,19.493170834496254,0.0,0,2,2,35,30.033148567100604,35.20834069602363,37.06406170450107,,,,31.37422001272994,4.323582939591747,0.8958065012068452,,,36.032283827990135,33.63093354000562,39.25634101448437
USC480008,2020-02-05,36.032283827990135,29.921298153453503,0.0,0,3,2,36,30.92895506830745,30.033148567100604,35.20834069602363,,,,31.503610674264944,4.331510489941247,5.103328759682686,,,33.63093354000562,39.25634101448437,34.42550591492249
USC480008,2020-02-06,33.63093354000562,27.43904807732438,1.4397923679391165,0,4,2,37,36.032283827990135,30.92895506830745,30.033148567100604,,,,31.561105886852527,4.285222025400467,-2.4013502879845134,,,39.25634101448437,34.42550591492249,32.36365580547261
USC480008,2020-02-07,39.25634101448437,32.93005696774399,0.0,0,5,2,38,33.63093354000562,36.032283827990135,30.92895506830745,,,,31.763612074421786,4.40739830099154,5.625407474478749,,,34.42550591492249,32.36365580547261,28.63696186688849
USC480008,2020-02-08,34.42550591492249,26.461919903065464,0.0,0,6,2,39,39.25634101448437,33.63093354000562,36.032283827990135,,,,31.831865762639755,4.369857599565977,-4.830835099561881,,,32.36365580547261,28.63696186688849,23.278790565019712
USC480008,2020-02-09,32.36365580547261,21.24410366038906,0.06594187381559474,0,0,2,40,34.42550591492249,39.25634101448437,33.63093354000562,,,,31.845160513710578,4.314289427697715,-2.0618501094498782,,,28.63696186688849,23.278790565019712,36.454355524036245
USC480008,2020-02-10,28.63696186688849,17.4666429844668,0.0,0,1,2,41,32.36365580547261,34.42550591492249,39.25634101448437,,,,31.76691176622711,4.289382643235229,-3.72669393858412,,,23.278790565019712,36.454355524036245,36.536698943494905
USC480008,2020-02-11,23.278790565019712,14.144676409261361,0.0,0,2,2,42,28.63696186688849,32.36365580547261,34.42550591492249,,,,31.56481364238884,4.434578393247653,-5.358171301868779,,,36.454355524036245,36.536698943494905,38.02672541966529
USC480008,2020-02-12,36.454355524036245,26.84735523899206,0.0,0,3,2,43,23.278790565019712,28.63696186688849,32.36365580547261,,,,31.678523918706222,4.4444629415074095,13.175564959016533,,,36.536698943494905,38.02672541966529,25.13465463900926
USC480008,2020-02-13,36.536698943494905,25.252362538191214,0.0,0,4,2,44,36.454355524036245,23.278790565019712,28.63696186688849,,,,31.788936987451418,4.453120133675456,0.08234341945865964,,,38.02672541966529,25.13465463900926,33.174296842449216
USC480008,2020-02-14,38.02672541966529,28.657192731419407,0.0,0,5,2,45,36.536698943494905,36.454355524036245,23.278790565019712,,,,31.927554508167283,4.499361903068496,1.4900264761703852,,,25.13465463900926,33.174296842449216,27.933442118178533
USC480008,2020-02-15,25.13465463900926,18.526056894162007,0.0,0,6,2,46,38.02672541966529,36.536698943494905,36.454355524036245,,,,31.77988277188124,4.560428100871463,-12.89207078065603,,,33.174296842449216,27.933442118178533,30.80599077965836
USC480008,2020-02-16,33.174296842449216,23.23989836412844,0.0,0,0,2,47,25.13465463900926,38.02672541966529,36.536698943494905,,,,31.80955115636141,4.515169411411314,8.039642203439957,,,27.933442118178533,30.80599077965836,23.53108098205003
USC480008,2020-02-17,27.933442118178533,17.54420669938124,0.0,0,1,2,48,33.174296842449216,25.13465463900926,38.02672541966529,,,,31.728798884732598,4.5017772804683105,-5.240854724270683,,,30.80599077965836,23.53108098205003,27.974823704736384
USC480008,2020-02-18,30.80599077965836,21.35857841715457,0.0,0,2,2,49,27.933442118178533,33.174296842449216,25.13465463900926,,,,31.709966066261693,4.456587198134061,2.8725486614798257,,,23.53108098205003,27.974823704736384,30.87831033626698
USC480008,2020-02-19,23.53108098205003,16.616094737953766,0.0,0,3,2,50,30.80599077965836,27.933442118178533,33.174296842449216,,,,31.54638836457746,4.560013452844013,-7.274909797608327,,,27.974823704736384,30.87831033626698,33.396514600950596
USC480008,2020-02-20,27.974823704736384,20.175398757581604,0.0,0,4,2,51,23.53108098205003,30.80599077965836,27.933442118178533,,,,31.476357684972733,4.541802212414903,4.443742722686352,,,30.87831033626698,33.396514600950596,35.200351796290384
USC480008,2020-02-21,30.87831033626698,22.584163482739797,0.0,0,5,2,52,27.974823704736384,23.53108098205003,30.80599077965836,,,,31.4648567744207,4.497818969009522,2.9034866315305976,,,33.396514600950596,35.200351796290384,39.432338432219154
USC480008,2020-02-22,33.396514600950596,27.379425673869935,0.0,0,6,2,53,30.87831033626698,27.974823704736384,23.53108098205003,,,,31.50130314850617,4.462256348470338,2.5182042646836145,,,35.200351796290384,39.432338432219154,30.909873136409015
USC480008,2020-02-23,35.200351796290384,27.034789015070487,0.0,0,0,2,54,33.396514600950596,30.87831033626698,27.974823704736384,,,,31.569804049391063,4.448530862312126,1.8038371953397885,,,39.432338432219154,30.909873136409015,29.18093048698534
USC480008,2020-02-24,39.432338432219154,33.30395646891475,0.0,0,1,2,55,35.200351796290384,33.396514600950596,30.87831033626698,,,,31.712759219987937,4.532873912838047,4.23198663592877,,,30.909873136409015,29.18093048698534,33.30478795146732
USC480008,2020-02-25,30.909873136409015,22.413710927899025,0.0,0,2,2,56,39.432338432219154,35.200351796290384,33.396514600950596,,,,31.69842196849546,4.492758201224077,-8.52246529581014,,,29.18093048698534,33.30478795146732,33.1128556029387
USC480008,2020-02-26,29.18093048698534,23.825255177115835,0.0,0,3,2,57,30.909873136409015,39.432338432219154,35.200351796290384,,,,31.654255451275983,4.464932347382306,-1.7289426494236757,,,33.30478795146732,33.1128556029387,26.035330337417843
USC480008,2020-02-27,33.30478795146732,21.665067507738897,0.0,0,4,2,58,29.18093048698534,30.909873136409015,39.432338432219154,,,,31.68271290817583,4.430896420554576,4.123857464481979,,,33.1128556029387,26.035330337417843,25.555452239298877
USC480008,2020-02-28,33.1128556029387,26.388441553049702,3.78879338816595,0,5,2,59,33.30478795146732,29.18093048698534,30.909873136409015,,,,31.706952614866726,4.3964772300650905,-0.19193234852861707,,,26.035330337417843,25.555452239298877,43.12818099053188
USC480008,2020-02-29,26.035330337417843,17.76623016841458,0.0,0,6,2,60,33.1128556029387,33.30478795146732,29.18093048698534,,,,31.612425576909246,4.420127070041759,-7.077525265520858,,,25.555452239298877,43.12818099053188,33.05899558237035
USC480008,2020-03-01,25.555452239298877,20.32618700357237,1.4190840643618572,0,0,3,61,26.035330337417843,33.1128556029387,33.30478795146732,,,,31.513130932030386,4.4512158949354586,-0.47987809811896653,,,43.12818099053188,33.05899558237035,35.70312571032438
USC480008,2020-03-02,43.12818099053188,36.77913033513399,1.3313700877827734,0,1,3,62,25.555452239298877,26.035330337417843,33.1128556029387,,,,31.700470449102994,4.654510955967176,17.572728751233004,,,33.05899558237035,35.70312571032438,34.58159969032406
USC480008,2020-03-03,33.05899558237035,23.206280639535308,0.0,0,2,3,63,43.12818099053188,25.555452239298877,26.035330337417843,,,,31.722034340107236,4.6199935449650225,-10.06918540816153,,,35.70312571032438,34.58159969032406,34.147859583433046
USC480008,2020-03-04,35.70312571032438,29.920521488352122,0.0,0,3,3,64,33.05899558237035,43.12818099053188,25.555452239298877,,,,31.78423889276688,4.610117494168429,2.6441301279540284,,,34.58159969032406,34.147859583433046,38.14179182199497
USC480008,2020-03-05,34.58159969032406,25.184555563575284,1.2021799809220057,0,4,3,65,35.70312571032438,33.05899558237035,43.12818099053188,,,,31.827275212729294,4.5871004387469485,-1.1215260200003172,,,34.147859583433046,38.14179182199497,43.01141438878881
USC480008,2020-03-06,34.147859583433046,29.133377343392667,2.0241751034951943,0,5,3,66,34.58159969032406,35.70312571032438,33.05899558237035,,,,31.862435581982385,4.560632390474533,-0.4337401068910154,,,38.14179182199497,43.01141438878881,34.64791657003548
USC480008,2020-03-07,38.14179182199497,29.886726541425325,5.810124400486928,0,6,3,67,34.147859583433046,34.58159969032406,35.70312571032438,,,,31.956157316907944,4.590505203754332,3.993932238561925,,,43.01141438878881,34.64791657003548,32.48478355154427
USC480008,2020-03-08,43.01141438878881,32.962008903725796,0.0,0,0,3,68,38.14179182199497,34.147859583433046,34.58159969032406,,,,32.118734626788545,4.74926873344571,4.869622566793836,,,34.64791657003548,32.48478355154427,36.99489952833853
USC480008,2020-03-09,34.64791657003548,23.163866529639357,0.0,0,1,3,69,43.01141438878881,38.14179182199497,34.147859583433046,,,,32.15538943756024,4.724040735621244,-8.36349781875333,,,32.48478355154427,36.99489952833853,30.80870111893661
USC480008,2020-03-10,32.48478355154427,24.034930318897374,0.0,0,2,3,70,34.64791657003548,43.01141438878881,38.14179182199497,,,,32.16009506776001,4.689848873926247,-2.1631330184912088,,,36.99489952833853,30.80870111893661,25.94332407963389
USC480008,2020-03-11,36.99489952833853,26.11117224016814,0.0,0,3,3,71,32.48478355154427,34.64791657003548,43.01141438878881,,,,32.22819090523295,4.6914499645201255,4.5101159767942605,,,30.80870111893661,25.94332407963389,35.25381903202232
USC480008,2020-03-12,30.80870111893661,20.19056163588501,0.0,0,4,3,72,36.99489952833853,32.48478355154427,34.64791657003548,,,,32.20847576931217,4.6612972861655795,-6.186198409401918,,,25.94332407963389,35.25381903202232,27.487001615950042
USC480008,2020-03-13,25.94332407963389,18.87292864016132,0.0,0,5,3,73,30.80870111893661,36.99489952833853,32.48478355154427,,,,32.12265177356315,4.686535952767207,-4.865377039302722,,,35.25381903202232,27.487001615950042,28.109554568754476
USC480008,2020-03-14,35.25381903202232,24.13068366464057,0.0,0,6,3,74,25.94332407963389,30.80870111893661,36.99489952833853,,,,32.16496484462341,4.668536927442779,9.310494952388431,,,27.487001615950042,28.109554568754476,25.739662771940676
USC480008,2020-03-15,27.487001615950042,18.005020757285248,3.574571224085014,0,0,3,75,35.25381903202232,25.94332407963389,30.80870111893661,,,,32.102592001574436,4.668242140124951,-7.7668174160722785,,,28.109554568754476,25.739662771940676,19.53669542716426
USC480008,2020-03-16,28.109554568754476,22.380262032149957,0.0,0,1,3,76,27.487001615950042,35.25381903202232,25.94332407963389,,,,32.05005203535312,4.659582842733315,0.6225529528044333,,,25.739662771940676,19.53669542716426,25.520081362595498
USC480008,2020-03-17,25.739662771940676,14.165873195769514,0.0,0,2,3,77,28.109554568754476,27.487001615950042,35.25381903202232,,,,31.968098928036078,4.684355649630867,-2.3698917968138,,,19.53669542716426,25.520081362595498,32.68414304852932
USC480008,2020-03-18,19.53669542716426,13.29995823642726,0.0,0,3,3,78,25.739662771940676,28.109554568754476,27.487001615950042,,,,31.808721960076184,4.862045946314189,-6.202967344776415,,,25.520081362595498,32.68414304852932,38.176217313109476
USC480008,2020-03-19,25.520081362595498,17.22755473152144,0.0,0,4,3,79,19.53669542716426,25.739662771940676,28.109554568754476,,,,31.729118914538457,4.88231659494285,5.983385935431237,,,32.68414304852932,38.176217313109476,29.530490557997847
USC480008,2020-03-20,32.68414304852932,24.41958534971362,0.0,0,5,3,80,25.520081362595498,19.53669542716426,25.739662771940676,,,,31.74105671621333,4.852492333909828,7.164061685933824,,,38.176217313109476,29.530490557997847,28.762487339224844
USC480008,2020-03-21,38.176217313109476,28.799560951123148,0.0,0,6,3,81,32.68414304852932,25.520081362595498,19.53669542716426,,,,31.820503143335507,4.8747921847911915,5.492074264580154,,,29.530490557997847,28.762487339224844,31.93607587723322
USC480008,2020-03-22,29.530490557997847,19.875793198248505,1.0223281606403058,0,0,3,82,38.176217313109476,32.68414304852932,25.520081362595498,,,,31.792576160587487,4.85120337888935,-8.645726755111628,,,28.762487339224844,31.93607587723322,31.920963206876003
USC480008,2020-03-23,28.762487339224844,22.132132531753683,0.0,0,1,3,83,29.530490557997847,38.176217313109476,32.68414304852932,,,,31.7560690663542,4.832989947931734,-0.7680032187730035,,,31.93607587723322,31.920963206876003,32.02686315181781
USC480008,2020-03-24,31.93607587723322,24.468978457609776,0.0,0,2,3,84,28.762487339224844,29.530490557997847,38.176217313109476,,,,31.75821200457895,4.803827474163513,3.1735885380083744,,,31.920963206876003,32.02686315181781,37.64139493626573
USC480008,2020-03-25,31.920963206876003,25.908831774460737,0.0,0,3,3,85,31.93607587723322,28.762487339224844,29.530490557997847,,,,31.760126724605975,4.7751802803884535,-0.015112670357215308,,,32.02686315181781,37.64139493626573,30.81618852522341
USC480008,2020-03-26,32.02686315181781,26.14475301347092,0.012752181619753437,0,4,3,86,31.920963206876003,31.93607587723322,28.762487339224844,,,,31.763228310968902,4.747095018408924,0.10589994494180388,,,37.64139493626573,30.81618852522341,29.938139298520337
USC480008,2020-03-27,37.64139493626573,26.865923449559443,0.0,0,5,3,87,32.02686315181781,31.920963206876003,31.93607587723322,,,,31.830793444593006,4.761306162928954,5.6145317844479266,,,30.81618852522341,29.938139298520337,32.47902321841562
USC480008,2020-03-28,30.81618852522341,20.56113914293382,0.0,0,6,3,88,37.64139493626573,32.02686315181781,31.920963206876003,,,,31.819263843236534,4.7350986512033835,-6.825206411042323,,,29.938139298520337,32.47902321841562,35.69708832381505
USC480008,2020-03-29,29.938139298520337,21.83935489211843,6.201853855631667,0,0,3,89,30.81618852522341,37.64139493626573,32.02686315181781,,,,31.798127612397025,4.712338402409875,-0.8780492267030731,,,32.47902321841562,35.69708832381505,46.782942121031226
USC480008,2020-03-30,32.47902321841562,26.807658231515127,0.0,0,1,3,90,29.938139298520337,30.81618852522341,37.64139493626573,,,,31.805693119130563,4.686339448258177,2.5408839198952826,,,35.69708832381505,46.782942121031226,41.21977406063381
USC480008,2020-03-31,35.69708832381505,27.54763612022538,0.0,0,2,3,91,32.47902321841562,29.938139298520337,30.81618852522341,,,,31.848455703797423,4.6780512814690685,3.2180651053994325,,,46.782942121031226,41.21977406063381,33.75011592781955
USC480008,2020-04-01,46.782942121031226,39.72175226481761,3.178466907071376,0,3,4,92,35.69708832381505,32.47902321841562,29.938139298520337,,,,32.010787077897795,4.905916242380319,11.085853797216174,,,41.21977406063381,33.75011592781955,29.980490151329864
USC480008,2020-04-02,41.21977406063381,30.77433951764123,0.0,0,4,4,93,46.782942121031226,35.69708832381505,32.47902321841562,,,,32.10980844330356,4.971749369440572,-5.563168060397416,,,33.75011592781955,29.980490151329864,32.140290661239156
USC480008,2020-04-03,33.75011592781955,28.07364058671563,0.9377918430594626,0,5,4,94,41.21977406063381,46.782942121031226,35.69708832381505,,,,32.12725852292606,4.947840660828949,-7.46965813281426,,,29.980490151329864,32.140290661239156,29.23538016315518
USC480008,2020-04-04,29.980490151329864,21.820910275114464,2.055826640771216,0,6,4,95,33.75011592781955,41.21977406063381,46.782942121031226,,,,32.10466096111979,4.926378123170837,-3.7696257764896863,,,32.140290661239156,29.23538016315518,33.70464173185919
USC480008,2020-04-05,32.140290661239156,23.00058135582981,0.0,0,0,4,96,29.980490151329864,33.75011592781955,41.21977406063381,,,,32.105032103829366,4.900382572629795,2.1598005099092923,,,29.23538016315518,33.70464173185919,34.26045074962865
USC480008,2020-04-06,29.23538016315518,17.335303390663796,0.0,0,1,4,97,32.140290661239156,29.980490151329864,33.75011592781955,,,,32.075448063203865,4.8834928110162314,-2.904910498083975,,,33.70464173185919,34.26045074962865,35.727581152566465
USC480008,2020-04-07,33.70464173185919,28.077384813514684,0.0,0,2,4,98,29.23538016315518,32.140290661239156,29.980490151329864,,,,32.09207248839422,4.8610416165455925,4.46926156870401,,,34.26045074962865,35.727581152566465,22.863417073853476
USC480008,2020-04-08,34.26045074962865,28.46272744445989,0.0,0,3,4,99,33.70464173185919,29.23538016315518,32.140290661239156,,,,32.11397529911376,4.841084540416057,0.5558090177694623,,,35.727581152566465,22.863417073853476,28.349210139128946
USC480008,2020-04-09,35.727581152566465,23.811237031050958,0.0,0,4,4,100,34.26045074962865,33.70464173185919,29.23538016315518,,,,32.150111357648285,4.83010897620761,1.467130402937812,,,22.863417073853476,28.349210139128946,40.01394944988632
USC480008,2020-04-10,22.863417073853476,15.024040992613156,0.0,0,5,4,101,35.727581152566465,34.26045074962865,33.70464173185919,,,,32.0581638894919,4.893929016828729,-12.864164078712989,,,28.349210139128946,40.01394944988632,27.266453872553313
USC480008,2020-04-11,28.349210139128946,18.14320998874193,0.9739172463426207,0,6,4,102,22.863417073853476,35.727581152566465,34.26045074962865,,,,32.02180159782168,4.883469382346707,5.48579306527547,,,40.01394944988632,27.266453872553313,28.963935297921623
USC480008,2020-04-12,40.01394944988632,29.529621772449687,0.004322348811595061,0,0,4,103,28.349210139128946,22.863417073853476,35.727581152566465,,,,32.099395266288326,4.9228656978436565,11.664739310757373,,,27.266453872553313,28.963935297921623,31.20603254630707
USC480008,2020-04-13,27.266453872553313,20.064538008062918,0.0,0,1,4,104,40.01394944988632,28.349210139128946,22.863417073853476,,,,32.05292467596395,4.921779035581564,-12.747495577333005,,,28.963935297921623,31.20603254630707,39.96078483523511
USC480008,2020-04-14,28.963935297921623,22.46383384933322,0.0,0,2,4,105,27.266453872553313,40.01394944988632,28.349210139128946,,,,32.023505729506404,4.907327326303874,1.6974814253683093,,,31.20603254630707,39.96078483523511,36.19592019696817
USC480008,2020-04-15,31.20603254630707,24.27339414593801,0.0,0,3,4,106,28.963935297921623,27.266453872553313,40.01394944988632,,,,32.01579371834415,4.8845485756635485,2.2420972483854484,,,39.96078483523511,36.19592019696817,31.51543035655056
USC480008,2020-04-16,39.96078483523511,29.610030859968074,0.0,0,4,4,107,31.20603254630707,28.963935297921623,27.266453872553313,,,,32.09004597177304,4.921754272974315,8.754752288928039,,,36.19592019696817,31.51543035655056,30.626884608067222
USC480008,2020-04-17,36.19592019696817,25.31256403979108,0.0,0,5,4,108,39.96078483523511,31.20603254630707,28.963935297921623,,,,32.12806332571002,4.914607838220969,-3.7648646382669426,,,31.51543035655056,30.626884608067222,29.544147541448112
USC480008,2020-04-18,31.51543035655056,21.61889579635148,1.1227600753015092,0,6,4,109,36.19592019696817,39.96078483523511,31.20603254630707,,,,32.122442839754434,4.8921540431391755,-4.680489840417607,,,30.626884608067222,29.544147541448112,26.704029644053428
USC480008,2020-04-19,30.626884608067222,22.538291620105028,0.0,0,0,4,110,31.51543035655056,36.19592019696817,39.96078483523511,,,,32.10884685583,4.871748596722161,-0.8885457484833381,,,29.544147541448112,26.704029644053428,28.94932152357063
USC480008,2020-04-20,29.544147541448112,22.70620334413846,0.0,0,1,4,111,30.626884608067222,31.51543035655056,36.19592019696817,,,,32.08574145660134,4.855659558836326,-1.08273706661911,,,26.704029644053428,28.94932152357063,41.83896220651765
USC480008,2020-04-21,26.704029644053428,18.72728634659454,0.0,0,2,4,112,29.544147541448112,30.626884608067222,31.51543035655056,,,,32.037690458275016,4.860413264278785,-2.840117897394684,,,28.94932152357063,41.83896220651765,40.50223462952371
USC480008,2020-04-22,28.94932152357063,17.547635186165913,0.0,0,3,4,113,26.704029644053428,29.544147541448112,30.626884608067222,,,,32.01035975973781,4.847380656316196,2.245291879517204,,,41.83896220651765,40.50223462952371,31.368267553466673
USC480008,2020-04-23,41.83896220651765,30.796593414218695,0.0,0,4,4,114,28.94932152357063,26.704029644053428,29.544147541448112,,,,32.09657557067448,4.912895401526196,12.889640682947018,,,40.50223462952371,31.368267553466673,30.636642419674484
USC480008,2020-04-24,40.50223462952371,33.238601177588215,0.17899752475694944,0,5,4,115,41.83896220651765,28.94932152357063,26.704029644053428,,,,32.169668258142735,4.9537066315079,-1.3367275769939369,,,31.368267553466673,30.636642419674484,38.836591298742164
